User Id,Movie Id,Rating
67fbf148c6b50d1374ba66b9,67f68129569a78139d11a995,5
67ff750418e70202892a69c6,67f682bf569a78139d11a9ff,5
67fbf148c6b50d1374ba66b9,67f683c3569a78139d11aa53,4
6803335652932a94b197dbff,67f683c3569a78139d11aa53,2
67fbf148c6b50d1374ba66b9,67fa79fb33a4d45485852a61,5
6803335652932a94b197dbff,67fa79fb33a4d45485852a61,2
6805367a7880425304c55534,67ff65bb5310f4a44095d22a,5
6805429b7880425304c593f6,67ff65bb5310f4a44095d22a,5
67fbf148c6b50d1374ba66b9,67ff68dfedb5f27e065e4b3d,1
6803335652932a94b197dbff,67ff68dfedb5f27e065e4b3d,5
6805367a7880425304c55534,67ff68dfedb5f27e065e4b3d,5
680537e07880425304c567af,67ff68dfedb5f27e065e4b3d,5
6805429b7880425304c593f6,67ff68dfedb5f27e065e4b3d,4
67ff750418e70202892a69c6,67ff72b012c27e4d72835abc,4
67fbf148c6b50d1374ba66b9,67ff72b012c27e4d72835abc,5
6803335652932a94b197dbff,67fff2f7ba4a7f0f85006aaa,5
680537e07880425304c567af,67fff2f7ba4a7f0f85006aaa,5
6805429b7880425304c593f6,67fff2f7ba4a7f0f85006aaa,4
67ff750418e70202892a69c6,67fff754ba4a7f0f8500748e,5
67ff750418e70202892a69c6,6803ef6d24511ad2320406b6,2
6805367a7880425304c55534,6803f21c24511ad232041a8d,4
67fbf148c6b50d1374ba66b9,6803f21c24511ad232041a8d,2
67fbf148c6b50d1374ba66b9,6803fbb2074c8a7d7eb93c71,5
67fbf148c6b50d1374ba66b9,6803fd00074c8a7d7eb946a0,5
6805367a7880425304c55534,68040628074c8a7d7eb95a88,2
67fbf148c6b50d1374ba66b9,68040628074c8a7d7eb95a88,4
6803335652932a94b197dbff,68052a656e01cc9265f4479c,1
680537e07880425304c567af,68052a656e01cc9265f4479c,2
67fbf148c6b50d1374ba66b9,68052a656e01cc9265f4479c,5
6803335652932a94b197dbff,68052b316e01cc9265f44935,4
6805367a7880425304c55534,68052b316e01cc9265f44935,5
680537e07880425304c567af,68052b316e01cc9265f44935,4
67fbf148c6b50d1374ba66b9,68052b316e01cc9265f44935,2
6805429b7880425304c593f6,68052b316e01cc9265f44935,5
6803335652932a94b197dbff,68052c046e01cc9265f4568c,5
680537e07880425304c567af,68052c046e01cc9265f4568c,4
67fbf148c6b50d1374ba66b9,68052c046e01cc9265f4568c,2
6803335652932a94b197dbff,68052d5f6e01cc9265f461ad,5
67fbf148c6b50d1374ba66b9,68052d5f6e01cc9265f461ad,1
67ff750418e70202892a69c6,68052ea66e01cc9265f4697d,1
680537e07880425304c567af,68052ea66e01cc9265f4697d,1
6805367a7880425304c55534,680530f66e01cc9265f48958,1
6805429b7880425304c593f6,6805439e7880425304c59cc2,1
6805429b7880425304c593f6,680545317880425304c5a920,2
6805429b7880425304c593f6,680546087880425304c5b7b7,5
